Facility ID,Name,City,Site Address,Work Area,# of Attempts,# of Pos Buys,Most Recent was pos,Had AC,In Appeal,Days Since Last Attempt,Priorty,Can Visit
277,GOPUFF,COLUMBUS,1260 W MOUND ST,13,5,2,0,1,1,10,1,0
278,GOPUFF,COLUMBUS,5235 N HIGH ST,6,1,1,1,0,0,19,15,1
279,GRAB N GO MARKET,COLUMBUS,955 W 5TH AVE STE F,8,4,0,0,0,0,28,1,1
280,GRANDVIEW BOTTLE SHOP,COLUMBUS,1761 W 5TH AVE,8,1,0,0,0,0,10,10,0
281,GRANDVIEW CARRYOUT,COLUMBUS,1355 GRANDVIEW AVE,8,1,0,0,0,0,18,10,1
282,GRANDVIEW SUNOCO,COLUMBUS,648 GRANDVIEW AVE,8,4,1,0,0,1,27,1,0
283,GRANNYS MARKET,COLUMBUS,2211 W BROAD ST,10,2,0,0,0,0,32,5,1
284,GREAT MIAMI MARKET,COLUMBUS,5121 E MAIN ST,11,2,1,0,0,0,31,5,1
285,GREAT VAPES,COLUMBUS,1294 BETHEL RD,2,2,1,0,0,0,26,5,1
286,GULF MART,COLUMBUS,2676 CLEVELAND AVE,6,2,0,0,0,0,5,5,0
287,GURU WINES,WORTHINGTON,2285 W DUBLIN GRANVILLE RD STE 117,3,1,0,0,0,0,11,10,0
288,H AND N MARKET,COLUMBUS,1799 E HUDSON ST,9,5,2,1,0,0,25,6,0
289,HALL MARKET,COLUMBUS,5526 HALL RD,11,1,1,1,0,1,1,15,0
290,HALL MART FOOD STORE,COLUMBUS,1448 COURTRIGHT RD,11,4,0,0,0,0,21,1,1
291,HAPPY MARKET,COLUMBUS,1427 S HAMILTON RD,11,2,1,1,0,0,15,10,1
292,HARRISBURG PIKE SUNOCO,COLUMBUS,1305 HARRISBURG PIKE,11,1,1,1,0,0,3,15,0
293,HASEEB PETROLEUM,COLUMBUS,3933 SULLIVANT AVE,10,5,0,0,0,0,29,1,1
294,HEADIES HIDEOUT,COLUMBUS,114 PARSONS AVE,14,1,1,1,0,0,13,15,0
295,HEDZ UP ON HUDSON,COLUMBUS,459 E HUDSON ST,8,3,0,0,0,0,35,1,1
296,HENDERSON RD SUNOCO 12,COLUMBUS,2122 W HENDERSON RD,5,5,0,0,0,0,23,1,1
297,HERBERT MARKET,COLUMBUS,1121 SULLIVANT AVE,13,5,2,1,1,0,9,6,0
298,HIGH LIFE VAPOR SMOKING,COLUMBUS,1178 N HIGH ST,9,1,0,0,0,0,10,10,0
299,HIGHLAND GROCERY MART,COLUMBUS,2538 MORSE RD,3,4,2,0,1,0,18,1,1
300,HIPPIE HUT SMOKE SHOP,COLUMBUS,1551 N HIGH ST,9,5,0,0,0,0,15,1,1
301,HOLLYWOOD CASINO,COLUMBUS,200 GEORGESVILLE RD,10,2,0,0,0,0,15,5,1
302,HOLLYWOOD CASINO,COLUMBUS,200 GEORGESVILLE RD,10,3,1,0,0,0,11,1,0
303,HOLLYWOOD CASINO,COLUMBUS,200 GEORGESVILLE RD,10,3,1,0,0,0,29,1,1
304,HOLLYWOOD SMOKE AND VAPE,COLUMBUS,3951 W BROAD ST,10,2,1,0,0,1,14,5,0
305,HOME MARKET,COLUMBUS,2386 GROVEPORT RD,12,5,1,0,0,0,1,1,0
306,HONEY BEE DRIVE THRU,COLUMBUS,1600 S HIGH ST,13,3,0,0,0,0,30,1,1
307,HOOKAH RUSH,COLUMBUS,2394 N HIGH ST,8,5,0,0,0,0,8,1,0
308,HOUSE OF CIGAR,COLUMBUS,7099 HUNTLEY RD,3,0,0,0,0,0,0,20,1
309,HOUSE OF MONTECRISTO,COLUMBUS,1209 N HIGH ST,9,1,0,0,0,0,28,10,1
310,HUDSON EXPRESS CARRYOUT,COLUMBUS,1818 E HUDSON ST,6,3,0,0,0,0,5,1,0
311,HUDSON MARKET,COLUMBUS,1080 E HUDSON ST,6,4,0,0,0,0,24,1,1
312,HUMBLE HEALTH,COLUMBUS,4430 WESTERVILLE RD,3,4,3,0,1,0,26,1,0
313,HUMIDOR PLUS,COLUMBUS,6157 CLEVELAND AVE,2,4,0,0,0,0,29,1,1
314,HYDES MARKET,COLUMBUS,1414 MORSE RD,4,3,0,0,0,0,1,1,0
315,IMAGE GROCERY,COLUMBUS,4669 MORSE CENTRE RD,4,2,0,0,0,0,17,5,1
316,INDRENI MART GROCERY,COLUMBUS,1565 E DUBLIN GRANVILLE RD,4,1,0,0,0,0,14,10,1
317,ISLANDS DRIVE THRU,HILLIARD,2157 HILLIARD ROME RD,5,2,0,0,0,0,30,5,1
318,ISMOKE & VAPE,COLUMBUS,1403 S HAMILTON RD,11,3,1,0,0,0,7,1,0
319,J & N CARRYOUT,COLUMBUS,1541 E WHITTIER ST,14,1,0,0,0,0,9,10,0
320,J & S STOP N SHOP,COLUMBUS,6867 FLAGS CENTER DR,2,4,2,0,1,0,1,1,0
321,J KHAN DRIVE THRU,COLUMBUS,1436 S HAMILTON RD,11,4,1,0,0,0,11,1,0
322,JAFRA CAFE,COLUMBUS,40 N JAMES RD,11,5,2,0,0,0,8,1,0
323,JAYA & JASMINE LLC,COLUMBUS,1326 OAKLAND PARK AVE,6,5,2,0,1,1,23,1,0
324,JAYS DRIVE THRU,COLUMBUS,766 PARSONS AVE,14,1,0,0,0,0,2,10,0
325,JEDDO HOOKAH,COLUMBUS,5615 CLEVELAND AVE,4,1,0,0,0,0,9,10,0
326,JEFF RUBYS,COLUMBUS,89 E NATIONWIDE BLVD 1ST FLR,10,1,0,0,0,0,27,10,1
327,JEFFERSON SMOKE PLUS,COLUMBUS,1043 E HUDSON ST,9,4,0,0,0,0,29,1,1
328,JERUSALEM HALAL MARKET,HILLIARD,5410 ROBERTS RD,5,1,1,1,0,0,11,15,0
329,JHORNZ ENTERTAINMENT STUDIOS,COLUMBUS,1142 S HIGH ST,14,3,2,0,0,1,19,1,0
330,JR J'S DRIVE THRU,COLUMBUS,2179 PARKWOOD AVE,9,3,1,0,0,0,29,1,1
331,JULIAN FOODS,COLUMBUS,3277 W BROAD ST,10,5,2,1,0,0,24,6,0
332,JULIAN WIRELESS II,COLUMBUS,2562 MORSE RD,3,3,0,0,0,0,17,1,1
333,K & K MART LLC,COLUMBUS,620 HARRISBURG PIKE,13,0,0,0,0,0,0,20,1
334,KARL BEVERAGE COMPANY,COLUMBUS,6733 KARL RD,3,5,2,1,0,0,11,6,0
335,KARL ROAD MARKET,COLUMBUS,3663 KARL RD,6,2,1,0,0,0,28,5,1
336,KELLY'S MARKET,COLUMBUS,3453 PARSONS AVE,12,1,1,1,0,0,12,15,0
337,KEYSTONE PUB,COLUMBUS,1081 GEMINI PL,1,3,0,0,0,0,6,1,0
338,KHAN SMOKE AND BEER SHOP,COLUMBUS,6044 CHANNINGWAY BLVD,7,4,1,0,0,0,34,1,1
339,KIMBERLY MARKET,COLUMBUS,4295 KIMBERLY PKWY,12,3,1,1,0,0,13,6,0
340,KIMS MARKET 1ST FLOOR ONLY,COLUMBUS,1327 E LIVINGSTON AVE,14,2,1,0,0,0,9,5,0
341,KING LINCOLN DRIVE THRU,COLUMBUS,1232 MT VERNON AVE,13,5,0,0,0,0,31,1,1
342,KINGS LOUNGE,COLUMBUS,3070 N HIGH ST,6,5,2,0,1,0,3,1,0
343,KOSHELI MART,BLACKLICK,59 N WAGGONER RD,7,2,0,0,0,0,34,5,1
344,KROGER #273,WORTHINGTON,60 WORTHINGTON SQ,3,2,0,0,0,0,27,5,1
345,KROGER #315,COLUMBUS,2000 E MAIN ST,14,1,1,1,0,0,35,15,1
346,KROGER #519,COLUMBUS,1585 GEORGESVILLE SQ DR,11,4,2,1,0,0,10,6,0
347,KROGER #569,COLUMBUS,150 W SYCAMORE ST,14,2,1,1,0,0,8,10,0
