Record ID,Name,City,Name2,Site Address,Class 1,# of Attempts,# of Pos Buys,Most Recent was pos,Had AC,In Appeal,Days Since Last Attempt,Priorty,Can Visit,
PR0045783,TOBACCO DISCOUNTER,COLUMBUS,SMOKERS HOUSE INC,2139 EAKIN RD,11,2,0,0,0,0,18,5,1,
PR0045575,THORNTONS #66,COLUMBUS,THORNTONS LLC,1771 NORTON RD,11,2,0,0,0,0,20,5,1,
PR0045471,UNITED DAIRY FARMERS #612,COLUMBUS,UDF LIMITED PARTNERSHIP I,3535 CLIME RD,11,1,0,0,0,0,35,10,1,
PR0042264,FAMILY DOLLAR #31767,GROVE CITY,FAMILY DOLLAR STORES OF OHIO LLC,2180 HARRISBURG PIKE,11,5,2,0,0,1,1,1,0,
PR0041473,CERTIFIED OIL #489,COLUMBUS,CERTIFIED OIL CORPORATION,856-858 FRANK RD,11,5,0,0,0,0,14,1,1,
PR0041200,ALKIRE MARATHON,GALLOWAY,5600 ALKIRE INC,5600 ALKIRE RD,11,1,0,0,0,0,27,10,1,
PR0040671,TOBACCO PLUS,COLUMBUS,TOBACCO PLUS INC,3520 CLIME RD,11,2,0,0,0,0,23,5,1,
PR0040611,KROGER FUEL CENTER #519,COLUMBUS,KROGER CO,1585 GEORGESVILLE SQUARE DR,11,3,0,0,0,0,2,1,0,
PR0040435,KROGER FUEL CENTER #990,COLUMBUS,KROGER CO,2161 EAKIN RD,11,3,0,0,0,0,35,1,1,
PR0040103,CERTIFIED OIL #219,COLUMBUS,CERTIFIED OIL CORPORATION,1081 FRANK RD,11,2,0,0,0,0,14,5,1,
PR0039864,LA MICHOACANA #7,COLUMBUS,LA MICHOACANA MEXICAN MARKET #4 LLC,534 NORTON RD,11,2,0,0,0,0,22,5,1,
PR0039589,KROGER #519,COLUMBUS,KROGER CO,1585 GEORGESVILLE SQ DR,11,4,2,1,0,0,10,6,0,
PR0039597,UNITED DAIRY FARMERS #676,COLUMBUS,UDF LIMITED PARTNERSHIP I,1341 GEORGESVILLE RD,11,4,1,0,0,0,14,1,1,
PR0039625,TURKEY HILL #717,COLUMBUS,TH MIDWEST INC,950 GEORGESVILLE RD,11,4,0,0,0,0,6,1,0,
PR0039630,KROGER #990,COLUMBUS,KROGER CO,2161 EAKIN RD,11,3,1,0,0,0,10,1,0,
PR0039650,WALGREENS #6981,COLUMBUS,WALGREEN CO,1280 DEMOREST RD,11,1,1,1,0,0,26,15,1,
PR0039673,UNITED DAIRY FARMERS #669,COLUMBUS,UDF LIMITED PARTNERSHIP II,901 NORTON RD,11,1,1,1,0,1,3,15,0,
PR0039691,MARATHON FOOD MARKET,COLUMBUS,HADEEL LLC,1226 GEORGESVILLE RD,11,5,3,0,1,0,35,1,0,
PR0039467,FAMILY DOLLAR STORE #23980,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,2175 EAKIN RD,11,2,0,0,0,0,12,5,0,
PR0039517,GEORGESVILLE SHELL,COLUMBUS,WEST SIDE MANAGEMENT LLC,1240 GEORGESVILLE RD,11,1,1,1,0,0,14,15,1,
PR0039535,SPEEDWAY 5238,GALLOWAY,SPEEDWAY LLC,955 S GALLOWAY RD,11,2,0,0,0,0,28,5,1,
PR0039565,SPEEDWAY 9268,COLUMBUS,SPEEDWAY LLC,1505 HARRISBURG PIKE,11,1,1,1,0,0,20,15,1,
PR0039352,HARRISBURG PIKE SUNOCO,COLUMBUS,1305 HARRISBURG INC,1305 HARRISBURG PIKE,11,1,1,1,0,0,3,15,0,
PR0039340,HALL MARKET,COLUMBUS,RAMI Z INC,5526 HALL RD,11,1,1,1,0,1,1,15,0,
PR0039250,CERTIFIED OIL #485,GALLOWAY,CERTIFIED OIL CORPORATION,4580 ALKIRE RD,11,4,2,0,0,1,9,1,0,
PR0039138,DOLLAR GENERAL #9923,COLUMBUS,DOLGEN MIDWEST LLC/OB,1130 NORTON RD,11,2,1,0,0,0,25,5,1,
PR0039140,DOLLAR GENERAL #7676,COLUMBUS,DOLGEN MIDWEST LLC/OB,1260 DEMOREST RD,11,4,1,0,0,0,35,1,1,
PR0039097,CIRCLE K #4705268,COLUMBUS,MAC'S CONVENIENCE STORES LLC,5499 HALL RD,11,1,0,0,0,0,23,10,1,
PR0055449,ERIKA KAY,COLUMBUS,ERIKA KAY LLC,3984 ALUM CREEK DR,12,2,0,0,0,0,30,5,1,
PR0055072,ALFAA MART,COLUMBUS,ALFAA 21 LLC,3200 S HIGH ST,12,1,1,1,0,0,8,15,0,
PR0054742,BP,COLUMBUS,COLUMBUS SOUTH HIGH LLC,4569 S HIGH ST,12,3,0,0,0,0,7,1,0,
PR0054183,GETGO #3537,GROVEPORT,GETGO OPERATING LLC,3765 S HAMILTON RD,12,2,0,0,0,0,22,5,1,
PR0054028,ROCKY HOC,COLUMBUS,ROCKY HOC LLC,2448 S HIGH ST,12,5,2,0,0,1,2,1,0,
PR0053835,UP IN SMOKE SHOP,COLUMBUS,UP IN SMOKE SHOP LLC,2926 S HIGH ST,12,4,0,0,0,0,25,1,1,
PR0051819,QUICK CARRYOUT,COLUMBUS,H & Y QUICK MART LLC,2934 S HIGH ST,12,3,0,0,0,0,34,1,1,
PR0051644,EXPRESS BEVERAGE CENTER,COLUMBUS,DEVINE BEVERAGE LLC,348 WILLIAMS RD,12,3,0,0,0,0,7,1,0,
PR0051645,KELLY'S MARKET,COLUMBUS,DEVINE MARKETPLACE LLC,3453 PARSONS AVE,12,1,1,1,0,0,12,15,0,
PR0051535,UNITED FOOD MART,COLUMBUS,OM OIL COLUMBUS LLC,2805 S HIGH ST,12,5,1,0,0,1,3,1,0,
PR0051493,TOBACCO DISCOUNTERS,COLUMBUS,SHIVAY 2 LLC,3767 S HIGH ST,12,1,0,0,0,0,31,10,1,
PR0051371,SOUTH HIGH SMOKE SHOP,COLUMBUS,SOUTH HIGH SMOKE SHOP LLC,3396 S HIGH ST,12,4,1,0,0,0,10,1,0,
PR0049543,DAIRY LAND EXPRESS,COLUMBUS,LEADER CARRYOUT INC,2555 PETZINGER RD,12,4,0,0,0,0,24,1,1,
PR0048207,SHEETZ #722,GROVEPORT,OHIO SPRINGS INC,3999 S HAMILTON RD,12,5,1,0,0,0,14,1,1,
PR0046771,MARATHON EXPRESS,COLUMBUS,SAFEWAY INVESTMENTS LLC,3434 PARSONS AVE,12,1,0,0,0,0,35,10,1,
PR0046518,DOLLAR GENERAL STORE #20932,COLUMBUS,DOLGEN MIDWEST LLC/OB,2556 LOCKBOURNE RD,12,0,0,0,0,0,28,20,1,
PR0046178,CERTIFIED OIL CORPORATION #491,COLUMBUS,CERTIFIED OIL CORPORATION,5991 S HIGH ST,12,1,0,0,0,0,6,10,0,
PR0045982,SOUTH HIGH MOBIL,COLUMBUS,GB MOBILE LLC,2727 S HIGH ST,12,3,2,1,0,1,15,6,0,
PR0045574,THORTON #500,COLUMBUS,THORNTONS LLC,3898 ALUM CREEK DR,12,3,1,0,0,0,23,1,1,
PR0044338,EL DORADO GAMING SCIOTO DOWNS - THE TERRACE,COLUMBUS,SCIOTO DOWNS INC,6000 S HIGH ST,12,4,1,0,0,0,26,1,1,
PR0042877,SCIOTO DOWN - SPORTS BAR & PATIO BAR,COLUMBUS,SCIOTO DOWNS INC,6000 S HIGH ST,12,3,0,0,0,0,29,1,1,
PR0041401,SCIOTO DOWNS GAMING BUILDING,COLUMBUS,SCIOTO DOWNS INC,6000 S HIGH ST,12,5,1,0,0,0,16,1,1,
PR0041403,SCIOTO DOWNS GAMING BUILDING,COLUMBUS,SCIOTO DOWNS INC,6000 S HIGH ST,12,3,2,0,1,1,10,1,0,
PR0041211,B & M MARKET 2,COLUMBUS,MIDWEST FOOD & GROCERS INC,2552 LOCKBOURNE RD,12,1,0,0,0,0,20,10,1,
PR0040965,GET N GO DRIVE THRU,COLUMBUS,RAWAL ENTERPRISE INC,3612 LOCKBOURNE RD,12,4,1,1,0,0,19,6,1,
PR0040442,KROGER FUEL CENTER #815,COLUMBUS,KROGER CO,3637 S HIGH ST,12,5,0,0,0,0,22,1,1,
PR0040150,SCIOTO DOWNS,COLUMBUS,SCIOTO DOWNS INC,6000 S HIGH ST,12,3,0,0,0,0,29,1,1,
PR0040091,DOLLAR GENERAL #3341,COLUMBUS,DOLGEN MIDWEST LLC/OB,3221 S HIGH ST,12,3,1,0,0,0,2,1,0,
PR0039849,HOME MARKET,COLUMBUS,ANGELA FOOD LLC,2386 GROVEPORT RD,12,5,1,0,0,0,1,1,0,
PR0039810,S-HI CARRYOUT,COLUMBUS,HTN INC,3250 S HIGH ST,12,3,0,0,0,0,8,1,0,
PR0039608,KROGER #815,COLUMBUS,KROGER CO,3637 S HIGH ST,12,2,1,1,0,0,20,10,1,
PR0039619,TURKEY HILL MINIT MARKET #720,COLUMBUS,TH MIDWEST INC,2731 WINCHESTER PIKE,12,5,1,0,0,0,26,1,1,
PR0039621,TURKEY HILL MINIT MARKET #712,COLUMBUS,TH MIDWEST INC,3900 S HIGH ST,12,2,0,0,0,0,18,5,1,
PR0039669,WALGREENS #01317,COLUMBUS,WALGREEN CO,3445 S HIGH ST,12,1,1,1,0,1,14,15,0,
PR0039712,FAST MART,COLUMBUS,CTG INC,3495 PARSONS AVE,12,2,2,1,1,0,35,10,1,
PR0039406,MILHEM MARKET,COLUMBUS,1562 WATKINS INC,1562 WATKINS RD,12,2,0,0,0,0,25,5,1,
PR0039534,TRUE NORTH STORE #677,COLUMBUS,TRUE NORTH ENERGY LLC,2441 LOCKBOURNE RD,12,2,0,0,0,0,30,5,1,
PR0039554,SPEEDWAY 5128,COLUMBUS,SPEEDWAY LLC,3860 S HIGH ST,12,4,2,0,1,0,19,1,1,
PR0039309,GIANT EAGLE #6537,GROVEPORT,TAMARKIN CO,3841 S HAMILTON RD,12,4,1,1,0,0,7,6,0,
PR0039247,CERTIFIED OIL #354,COLUMBUS,CERTIFIED OIL CORPORATION,2483 PARSONS AVE,12,2,0,0,0,0,9,5,0,
PR0039195,DOLLAR GENERAL #10181,COLUMBUS,DOLGEN MIDWEST LLC/OB,3636 LOCKBOURNE RD,12,2,0,0,0,0,27,5,1,
PR0039196,DOLLAR GENERAL #12259,COLUMBUS,DOLGEN MIDWEST LLC/OB,4050 ALUM CREEK DR,12,0,0,0,0,0,0,20,1,
PR0039077,CIRCLE K #4705686,COLUMBUS,MAC'S CONVENIENCE STORES LLC,2481 PETZINGER RD,12,3,0,0,0,0,33,1,1,
PR0055438,CANAL WINCHESTER SHELL,COLUMBUS,R & R TAKHAR OPERATIONS INC,3480 GENDER RD,12,3,1,0,0,1,4,1,0,
PR0055368,MIKE FOOD MART,COLUMBUS,MIKE FOOD MART INC,2660 NOE BIXBY RD,12,1,0,0,0,0,7,10,0,
PR0054684,SMART STOP DRIVE THRU,COLUMBUS,SMART FOOD MART LLC,6830 REFUGEE RD,12,4,1,0,0,0,31,1,1,
PR0053799,CROWN SMOKE AND CELL,CANAL WINCHESTER,CROWN SMOKE AND CELL INC,3544 GENDER RD,12,4,1,0,0,0,29,1,1,
PR0053628,SMOKE SHOP CIGARS,COLUMBUS,REDEYE VIBES LLC,3581 REFUGEE RD,12,2,2,1,1,0,3,10,0,
PR0053490,ONE STOP,COLUMBUS,SHAAN HAMILTON LLC,4305 EASTLAND SQUARE DR,12,3,0,0,0,0,33,1,1,
PR0051494,4430 REFUGEE RD INC,COLUMBUS,4330 REFUGEE RD INC,4430 REFUGEE RD,12,0,0,0,0,0,0,20,1,
PR0049965,EV MARKET PLACE,CANAL WINCHESTER,EV MARKET PLACE INC,4984-86 GENDER RD,12,3,1,0,0,1,25,1,0,
PR0048884,CROWN TOBACCO AND VAPE,COLUMBUS,MUSTAFA INVESTMENT GROUP INC,2750 S HAMILTON RD,12,3,0,0,0,0,2,1,0,
PR0048554,EASTLAND FOOD MART,COLUMBUS,EASTLAND FOOD MART INC,2213 COURTRIGHT RD,12,4,1,0,0,0,23,1,1,
PR0048152,MARATHON REFUGEE,CANAL WINCHESTER,JR PETROLEUM INC,6750 REFUGEE RD,12,2,0,0,0,0,31,5,1,
PR0046954,DE STORE,COLUMBUS,KARAK 100 INC,5593 CHATTERTON RD,12,1,0,0,0,0,16,10,1,
PR0046847,KIMBERLY MARKET,COLUMBUS,4295 KIMBERLY PARKWAY INC,4295 KIMBERLY PKWY,12,3,1,1,0,0,13,6,0,
PR0046115,DE STORE,CANAL WINCHESTER,5273 GENDER RD INC,5273 GENDER RD,12,1,0,0,0,0,7,10,0,
PR0045667,REFUGEE FOOD MART,COLUMBUS,SINGH JIT LLC,3877 REFUGEE RD,12,3,0,0,0,0,32,1,1,
PR0045573,THORNTONS #36,COLUMBUS,THORNTONS LLC,4600 WINCHESTER PIKE,12,4,0,0,0,0,29,1,1,
PR0045307,SPARTANS MARKET,COLUMBUS,WALID STORES LLC,4992 LINDORA DR,12,3,0,0,0,0,17,1,1,
PR0043119,LION'S DEN,COLUMBUS,MILE II INC,4315 KIMBERLY PKWY,12,2,1,1,0,1,6,10,0,
PR0042871,DOLLAR GENERAL STORE #16681,CANAL WINCHESTER,DOLGEN MIDWEST LLC/OB,6335 REFUGEE RD,12,2,0,0,0,0,13,5,0,
PR0041303,NOE BIXBY MARATHON,COLUMBUS,SHAH 3 INC,4755 REFUGEE RD,12,2,0,0,0,0,27,5,1,
PR0041243,CHAUDHARY MART (SUNOCO),COLUMBUS,LAURA & CHAUDHARY VENTURES INC,4251 KIMBERLY PKWY,12,2,0,0,0,0,33,5,1,
PR0041173,LINDA'S MARKET,COLUMBUS,LINDAS FOOD MARKET LLC,2165 COURTRIGHT RD,12,1,0,0,0,0,9,10,0,
PR0040967,NOE BIXBY DRIVE THRU,COLUMBUS,NOE BIXBY BEVERAGE CENTER INC,2960 NOE BIXBY RD,12,5,0,0,0,0,4,1,0,
PR0040800,THE DRUG STORE,COLUMBUS,THE DRUG STORE PHARMACY INC,2940 GROVEPORT RD,12,3,0,0,0,0,23,1,1,
PR0040444,KROGER FUEL CENTER #N-514,CANAL WINCHESTER,KROGER CO,3598 GENDER RD,12,4,0,0,0,0,6,1,0,
PR0039869,LA MICHOACANA MKT #6,COLUMBUS,LEO'S MEXICAN MARKETS LLC,3160 S HAMILTON RD,12,4,2,0,1,0,24,1,1,
PR0039605,KROGER #N-514,COLUMBUS,KROGER CO,3588 GENDER RD,12,3,1,0,0,0,12,1,0,
PR0039471,EASTLAND SUNOCO MINI MART,COLUMBUS,BOB MARSHALL ENTERPRISES INC,2190 S HAMILTON RD,12,3,1,0,0,0,9,1,0,
PR0039486,FAMILY DOLLAR STORE #30095,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,3619 S HAMILTON RD,12,4,1,0,0,1,23,1,0,
PR0039503,FAMILY DOLLAR #30064,CANAL WINCHESTER,FAMILY DOLLAR STORES OF OHIO LLC,6480 WINCHESTER PIKE,12,1,0,0,0,0,16,10,1,
PR0039518,SPEEDWAY 1204,CANAL WINCHESTER,SPEEDWAY LLC,6399 REFUGEE RD,12,3,2,0,1,0,2,1,0,
PR0039546,SPEEDWAY 9165,COLUMBUS,SPEEDWAY LLC,3233 REFUGEE RD,12,4,1,0,0,0,17,1,1,
PR0039392,LOUIE'S DRIVE THRU,COLUMBUS,3896 RR INC,3896 REFUGEE RD,12,1,0,0,0,0,8,10,0,
PR0039253,EASTLAND SHELL,COLUMBUS,BOB MARSHALL ENTERPRISES INC,2191 S HAMILTON RD,12,3,1,0,0,0,9,1,0,
PR0039227,DOLLAR GENERAL #8184,COLUMBUS,DOLGEN MIDWEST LLC/OB,4245 MACSWAY AVE,12,5,1,0,0,0,10,1,0,
PR0039106,BEER FRAME CARRYOUT,COLUMBUS,2676 COURTWRIGHT INC,2676 COURTRIGHT RD,12,5,0,0,0,0,35,1,1,
PR0055428,WEST BROAD SHELL/OB,COLUMBUS,AGG PETROLEUM LLC,1000 W BROAD ST,13,4,0,0,0,0,11,1,0,
PR0054662,POWER FLOWER,COLUMBUS,VERGE ESTATE GROUP LLC,958 W BROAD ST,13,3,0,0,0,0,26,1,1,
PR0054558,TOBACO SHOP DRIVE THRU,COLUMBUS,FAISAL LLC,1500 W BROAD ST,13,5,1,0,0,1,20,1,0,
PR0053571,RIDI PETROLEUM,COLUMBUS,RIDI PETROLEUM LLC,1401 SULLIVANT AVE,13,1,0,0,0,0,17,10,1,
PR0053532,FOOD MART,COLUMBUS,GILL STALLION CORP,1536 W BROAD ST,13,3,2,1,1,0,14,6,1,
PR0052923,SUNOCO,COLUMBUS,GALUWALL INC,726 W BROAD ST,13,1,0,0,0,0,35,10,1,
PR0052367,WEST BROAD CARRY OUT,COLUMBUS,WEST BROAD MART LLC,1485 W BROAD ST,13,1,0,0,0,0,19,10,1,
PR0051992,SAM'S FOOD SHOP,COLUMBUS,SULLIVANT FAST MART INC,981 SULLIVANT AVE,13,2,0,0,0,0,6,5,0,
PR0051894,SALLY'S MARKET,COLUMBUS,740 SULLIVANT AVE LLC,740 SULLIVANT AVE,13,5,1,0,0,1,27,1,0,
PR0051674,SAVE WAY MARKET,COLUMBUS,NAEEM MART LLC,1370 SULLIVANT AVE,13,1,0,0,0,0,1,10,0,
PR0049914,BROAD AND PRINCETON MARKET,COLUMBUS,1306 W BROAD LLC,1306 W BROAD ST,13,2,0,0,0,0,28,5,1,
PR0049244,FRANKLINTON MARKET,COLUMBUS,FRANKLINTON MARKET LLC,439 W RICH ST,13,4,1,0,0,0,23,1,1,
PR0047559,HERBERT MARKET,COLUMBUS,HERBERT EXPRESS MARKET INC,1121 SULLIVANT AVE,13,5,2,1,1,0,9,6,0,
PR0047527,VANS CARRYOUT,COLUMBUS,IBRAHIM IKHMAYES,1270 W TOWN ST,13,1,1,1,0,0,5,15,0,
PR0046213,DOWNTOWN MOBIL,COLUMBUS,215 RICH INC,215 E RICH ST,13,4,1,0,0,0,9,1,0,
PR0045798,DOLLAR GENERAL STORE #21592,COLUMBUS,DOLGEN MIDWEST LLC/OB,166 S HIGH ST,13,1,0,0,0,0,10,10,0,
PR0045470,UNITED DAIRY FARMERS #646,COLUMBUS,UDF LIMITED PARTNERSHIP II,1043 W BROAD ST,13,3,1,0,0,0,28,1,1,
PR0044857,DOLLAR GENERAL STORE #20240,COLUMBUS,DOLGEN MIDWEST LLC/OB,1350 W BROAD ST,13,4,0,0,0,0,16,1,1,
PR0040769,ARENA WINE AND SPIRITS,COLUMBUS,ARENA LIQUORS LLC,492 ARMSTRONG ST,13,4,1,0,0,1,4,1,0,
PR0040102,NELSON CONVENIENCE STORE,COLUMBUS,MAHARAJ SWAMI LLC,155 NATIONWIDE BLVD STE 115,13,2,0,0,0,0,23,5,1,
PR0039835,SMOKE OUTLET,COLUMBUS,1019 WEST BROAD STREET INC,1019 W BROAD ST,13,0,0,0,0,0,0,20,1,
PR0039857,GLEASON MARKET,COLUMBUS,GLEASON MARKET INC,1004 W RICH ST,13,3,0,0,0,0,27,1,1,
PR0039370,FAMILY DOLLAR STORE #27108,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,1159 W BROAD ST,13,3,0,0,0,0,1,1,0,
PR0039238,CERTIFIED GAS STATION #004,COLUMBUS,CERTIFIED OIL CORPORATION,74 W MOUND ST,13,4,1,0,0,0,24,1,1,
PR0055439,BRONZEVILLE DRIVE THRU,COLUMBUS,BRONZEVILLE DRIVE THRU LLC,1232 MT VERNON AVE,13,5,1,0,0,0,34,1,1,
PR0053760,WAHBI EXPRESS,COLUMBUS,WAHBI EXPRESS INC,436 N CHAMPION AVE,13,5,3,1,1,0,10,6,0,
PR0053466,FIVE BROTHERS MARKET,COLUMBUS,FIVE BROTHERS FOODS LLC,1230 E LONG ST,13,3,2,0,0,1,19,1,0,
PR0052747,KING LINCOLN DRIVE THRU,COLUMBUS,KING LINCOLN DRIVE THRU LLC,1232 MT VERNON AVE,13,5,0,0,0,0,31,1,1,
PR0051995,WHEATLAND FOOD MART,COLUMBUS,OMAR FOOD MART LLC,1432 MT VERNON AVE,13,5,1,0,0,0,29,1,1,
PR0041912,PLAZA FOOD,COLUMBUS,MT VERNON CONVENIENT MART INC,1050 MT VERNON AVE,13,2,0,0,0,0,34,5,1,
PR0040165,DOLLAR PLUS,COLUMBUS,DOLLAR PLUS INC,993 MT VERNON AVE,13,3,0,0,0,0,27,1,1,
PR0040046,ALCASTLE INC,COLUMBUS,ALCASTLE INC,506 ST CLAIR AVE,13,1,0,0,0,0,21,10,1,
PR0039612,TURKEY HILL MINIT MARKET #706,COLUMBUS,TH MIDWEST INC,1880 E BROAD ST,13,4,2,1,0,0,22,6,0,
PR0039670,RAMA  FOODMART & DELI,COLUMBUS,RAMA FOOD & DELI INC,334 N 20TH ST,13,0,0,0,0,0,0,20,1,
PR0055437,MOUND STREET SUNOCO,COLUMBUS,1 MOUND STREET LLC,1102 W MOUND ST,13,4,0,0,0,0,16,1,1,
PR0054302,BUSTOWN FLOWER CO,COLUMBUS,BUSTOWN FLOWER CO LLC,1747 PARSONS AVE,13,2,1,0,0,0,11,5,0,
PR0054049,PLANET 7 SMOKE SHOP,COLUMBUS,PLANET 7 SMOKE SHOP LLC,1721 S HIGH ST,13,5,2,0,1,1,27,1,0,
PR0054018,K & K MART LLC,COLUMBUS,K & K MART LLC,620 HARRISBURG PIKE,13,0,0,0,0,0,0,20,1,
PR0053734,DOLLAR GENERAL #6024,COLUMBUS,DOLGEN MIDWEST LLC/OB,1162 HARRISBURG PIKE,13,4,2,0,0,0,20,1,0,
PR0049568,SHOBIS MARKET,COLUMBUS,LEAH 1650 INC,1650 PARSONS AVE,13,2,0,0,0,0,34,5,1,
PR0047622,SUNOCO,COLUMBUS,SUBHAN 786 INC,1690 S HIGH ST,13,3,0,0,0,0,20,1,1,
PR0047338,SUNOCO,COLUMBUS,HARMON AVE SUNOCO INC,1010 HARMON AVE,13,3,0,0,0,0,25,1,1,
PR0046052,GOPUFF,COLUMBUS,GB LICENSE LLC,1260 W MOUND ST,13,5,2,0,1,1,10,1,0,
PR0041657,HONEY BEE DRIVE THRU,COLUMBUS,INCEPT 729 INC,1600 S HIGH ST,13,3,0,0,0,0,30,1,1,
PR0041188,PARSONS EXPRESS,COLUMBUS,AMIN ZAGHLOL INC,1526 PARSONS AVE,13,2,0,0,0,0,27,5,1,
PR0040960,CERTIFIED #038,COLUMBUS,CERTIFIED OIL CORPORATION,1270 HARMON AVE,13,1,1,1,0,1,16,15,0,
PR0040771,CENTRAL POINT LIQUOR,COLUMBUS,CENTRAL POINT LIQUOR AGENCY INC,689 HARRISBURG PIKE,13,3,1,0,0,0,4,1,0,
PR0039730,SMOKE OUTLET,COLUMBUS,TASNEEM INC,1635 PARSONS AVE,13,3,1,0,0,0,8,1,0,
PR0039502,FAMILY DOLLAR STORE  #21304,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,629 HARRISBURG PIKE,13,3,0,0,0,0,5,1,0,
PR0053298,THE SPACE STATION SMOKE SHOP,COLUMBUS,THE SPACE STATION SMOKE SHOP LLC,773 PARSONS AVE,14,3,1,0,0,0,21,1,1,
PR0040169,KROGER #569,COLUMBUS,KROGER CO,150 W SYCAMORE ST,14,2,1,1,0,0,8,10,0,
PR0039545,TRUE NORTH STORE #612,COLUMBUS,TRUE NORTH ENERGY LLC,631 S HIGH ST,14,5,0,0,0,0,35,1,1,
PR0055364,PICK & GO,COLUMBUS,805 E MAIN FOOD INC,805 E MAIN ST,14,4,0,0,0,0,33,1,1,
PR0054680,WILSON MARKET,COLUMBUS,MOE HUSAIN LLC,179 WILSON AVE,14,0,0,0,0,0,0,20,1,
PR0054602,DAY MART,COLUMBUS,DAYMART LLC,981 E LIVINGSTON AVE,14,2,0,0,0,0,3,5,0,
PR0054026,PLANET PUFF,COLUMBUS,PLANET PUFF LLC,383 WILSON AVE,14,1,0,0,0,0,21,10,1,
PR0053649,BUS TOWN FLOWER COMPANY,COLUMBUS,BUSTOWN FLOWER COMPANY LLC,893 E MAIN ST,14,2,0,0,0,0,14,5,1,
PR0053610,FARIS GROCERY,COLUMBUS,FARIS GROCERY INC,1615 E MAIN ST,14,2,0,0,0,0,32,5,1,
PR0052301,BEVERAGE WAREHOUSE,COLUMBUS,1848 MAIN ST DRIVE THRU INC,1848 E MAIN ST,14,2,0,0,0,0,23,5,1,
PR0046801,BEXLEY LIQUOR AGENCY,COLUMBUS,JAI VIGNESHWARA LLC,2173-77 E LIVINGSTON AVE,14,3,1,0,0,1,13,1,0,
PR0045643,FAMILY CARRYOUT,COLUMBUS,YSA MINI MART INC,940 E LIVINGSTON AVE,14,4,3,1,1,0,22,6,0,
PR0041658,JAYS DRIVE THRU,COLUMBUS,ST PARSONS LLC,766 PARSONS AVE,14,1,0,0,0,0,2,10,0,
PR0040752,HEADIES HIDEOUT,COLUMBUS,JBK VENTURES INC,114 PARSONS AVE,14,1,1,1,0,0,13,15,0,
PR0040439,KROGER FUEL CENTER #315,COLUMBUS,KROGER CO,2000 E MAIN ST,14,3,0,0,0,0,34,1,1,
PR0039854,M & R WINE SHOP,COLUMBUS,M & R WINE SHOP INC,1553 E MAIN ST,14,1,0,0,0,0,29,10,1,
PR0039749,MOBILE MART,COLUMBUS,KHURRAM LLC,830 PARSONS AVE,14,3,0,0,0,0,16,1,1,
PR0039596,KROGER #315,COLUMBUS,KROGER CO,2000 E MAIN ST,14,1,1,1,0,0,35,15,1,
PR0039442,DUCHESS E BROAD ST #1619,COLUMBUS,ENGLEFIELD INC,825 E BROAD ST,14,0,0,0,0,0,0,20,1,
PR0039368,FAMILY DOLLAR #31024,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,1092 E MAIN ST,14,5,0,0,0,0,16,1,1,
PR0039159,DOLLAR GENERAL #14153,COLUMBUS,DOLGEN MIDWEST LLC/OB,1391 E MAIN ST,14,5,2,1,0,1,15,6,0,
PR0039111,CORNER STONE CRAFT BEER & WINE,COLUMBUS,61 PARSONS LLC,61 PARSONS AVE,14,1,1,1,0,0,30,15,1,
PR0054840,OUT OF THIS WORLD FLOWER COMPANY,COLUMBUS,OUT OF THIS WORLD FLOWER COMPANY LLC,1505 FREBIS AVE UNIT A,14,5,3,1,1,0,5,6,0,
PR0054078,LOCKBOURNE SMOKE SHOP,COLUMBUS,MUHAMED MART LLC,1730 LOCKBOURNE RD,14,1,1,1,0,1,1,15,0,
PR0053929,STAR MART,COLUMBUS,STAR MART INC,1910 LOCKBOURNE RD,14,0,0,0,0,0,0,20,1,
PR0053523,LOCKBOURNE FAST MART,COLUMBUS,LOCKBOURNE FAST MART INC,1333 LOCKBOURNE RD,14,2,1,0,0,0,33,5,1,
PR0051993,LOCKBOURNE MART,COLUMBUS,LOCKBOURNE MARKET INC,1119 LOCKBOURNE RD,14,2,1,0,0,0,9,5,0,
PR0051553,LIVINGSTON SHELL,COLUMBUS,1937 S LIVINGSTON INC,1937 E LIVINGSTON AVE,14,3,0,0,0,0,5,1,0,
PR0051550,SPEEDY MART,COLUMBUS,FREBIS EXPRESS MART INC,1475 S CHAMPION AVE,14,3,0,0,0,0,22,1,1,
PR0051516,LOCKBOURNE MOBIL,COLUMBUS,1509 LOCKBOURNE LLC,1509 LOCKBOURNE RD,14,5,0,0,0,0,28,1,1,
PR0051193,QUICK AND COLD DRIVE THRU,COLUMBUS,1550 LOCKBOURNE DRIVE THRU INC,1550 LOCKBOURNE RD,14,1,0,0,0,0,16,10,1,
PR0050825,ALUM CREEK SUNOCO,COLUMBUS,ALUM CREEK OIL LLC,1535 ALUM CREEK DR,14,2,0,0,0,0,14,5,1,
PR0049913,ALUM CREEK MARATHON,COLUMBUS,ALUM CREEK PETROLEUM LLC,995 ALUM CREEK DR,14,1,1,1,0,0,23,15,1,
