Facility ID,Name,Site Address,City
767,WEST BROAD CARRY OUT,1485 W BROAD ST,COLUMBUS
768,WEST BROAD SHELL/OB,1000 W BROAD ST,COLUMBUS
769,WEST HENDERSON MARKET,2264 W HENDERSON RD,COLUMBUS
770,WHEATLAND FOOD MART,1432 MT VERNON AVE,COLUMBUS
771,WILLYS MARKET,1917 HAMILTON AVE,COLUMBUS
772,WILSON MARKET,1081 E WHITTIER ST,COLUMBUS
773,WILSON MARKET,179 WILSON AVE,COLUMBUS
774,WINE & BREW EMPORIUM,6154 S SUNBURY RD UNIT B,WESTERVILLE
775,WOODLAND EXPRESS,1785 WOODLAND AVE,COLUMBUS
776,WORTHINGTON MARATHON,911 HIGH ST,WORTHINGTON
777,YATES BEVERAGE CENTER,5773 CLEVELAND AVE,COLUMBUS
778,YBB MARKET,2900 WESTERVILLE RD,COLUMBUS
779,YOUR BOYZ SMOKE SHOP,2357 W BROAD ST,COLUMBUS
780,ZACK'S CORNER STOP,1055 E WEBER RD,COLUMBUS
781,ZIGGY'S DRIVE THRU,350 W 3RD AVE,COLUMBUS
782,ZIP THRU 2 BEER & WINE,1146 NORTON RD,COLUMBUS
